,alpha,density,Run,half_time,percolation_system,segregation_coefficient,stopping_step,total_avg_cluster_size,size,pop_weights,homophily,fixed_areas_pc,cluster_threshold,stopping_threshold,stats,server
418,1.0,0.9299999999999999,418,1.5779894894458437,True,0.5806062222222222,22,234.66666666666669,25,"(0.6, 0.4)",5,0.0,4,5,True,False
419,1.0,0.9299999999999999,419,1.5256998237795516,True,0.5780062222222222,24,233.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
420,1.0,0.94,420,1.5127130676802247,True,0.5364595555555556,31,134.56666666666666,25,"(0.6, 0.4)",5,0.0,4,5,True,False
421,1.0,0.94,421,1.0,True,0.5382560000000001,22,224.07999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
422,1.0,0.94,422,1.4169865785206854,True,0.6417715555555555,23,152.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
423,1.0,0.94,423,1.0,True,0.64384,31,252.39999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
424,1.0,0.94,424,2.234267196857465,True,0.631728,22,238.46666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
425,1.0,0.95,425,1.1430200139771332,True,0.7276773333333333,26,102.86666666666667,25,"(0.6, 0.4)",5,0.0,4,5,True,False
426,1.0,0.95,426,1.3747109806794569,True,0.5992951111111111,26,95.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
427,1.0,0.95,427,1.3418828854141482,True,0.5804382222222222,23,228.68,25,"(0.6, 0.4)",5,0.0,4,5,True,False
428,1.0,0.95,428,1.4698367405576445,True,0.6673928888888889,16,137.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
429,1.0,0.95,429,1.6256625349045506,True,0.7492497777777778,23,129.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
430,1.0,0.96,430,2.9710642902552626,True,0.8450462222222221,40,266.8,25,"(0.6, 0.4)",5,0.0,4,5,True,False
431,1.0,0.96,431,2.291663474557543,True,0.7798115555555556,26,203.10000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
432,1.0,0.96,432,2.4509194007863115,True,0.7313102222222222,30,204.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
433,1.0,0.96,433,1.0,True,0.8102728888888888,19,246.70000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
434,1.0,0.96,434,2.6597279293502054,True,0.7978995555555555,26,262.0,25,"(0.6, 0.4)",5,0.0,4,5,True,False
435,1.0,0.97,435,1.0,True,0.6519075555555556,22,245.6,25,"(0.6, 0.4)",5,0.0,4,5,True,False
436,1.0,0.97,436,1.5899058410013645,True,0.8024044444444445,20,154.39999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
437,1.0,0.97,437,1.8504910586741372,True,0.8314924444444445,23,155.39999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
438,1.0,0.97,438,3.41260195832954,True,0.8549191111111112,29,204.7,25,"(0.6, 0.4)",5,0.0,4,5,True,False
439,1.0,0.97,439,1.8171178909836088,True,0.6733475555555556,27,245.26666666666668,25,"(0.6, 0.4)",5,0.0,4,5,True,False
440,1.0,0.98,440,2.1064205721669627,True,0.6601360000000001,34,250.29999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
441,1.0,0.98,441,2.7155717033608475,True,0.6748328888888889,33,239.9,25,"(0.6, 0.4)",5,0.0,4,5,True,False
442,1.0,0.98,442,1.267945846983609,True,0.6887191111111111,22,157.5,25,"(0.6, 0.4)",5,0.0,4,5,True,False
443,1.0,0.98,443,1.2253331114794273,True,0.6355208888888889,25,144.03333333333333,25,"(0.6, 0.4)",5,0.0,4,5,True,False
444,1.0,0.98,444,1.23156186666168,True,0.6933022222222222,15,153.85000000000002,25,"(0.6, 0.4)",5,0.0,4,5,True,False
445,1.0,0.99,445,2.142693419723967,True,0.7252879999999999,18,254.89999999999998,25,"(0.6, 0.4)",5,0.0,4,5,True,False
446,1.0,0.99,446,3.245378431414102,True,0.6880977777777777,37,145.1,25,"(0.6, 0.4)",5,0.0,4,5,True,False
447,1.0,0.99,447,1.4662250705458892,True,0.72244,22,248.26666666666668,25,"(0.6, 0.4)",5,0.0,4,5,True,False
448,1.0,0.99,448,2.165623676493172,True,0.6731528888888889,21,158.5,25,"(0.6, 0.4)",5,0.0,4,5,True,False
449,1.0,0.99,449,2.880418342664087,True,0.8351679999999999,24,210.4,25,"(0.6, 0.4)",5,0.0,4,5,True,False
